File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e69107b0/mauritsstraat,Apartment Mauritsstraat,3012 CJ (Cool),1095,50,2,Upholstered,ROTTERDAM CITY CENTER: 1 bedroom apartment on the first floor located in the city centre! The apartment is available as of 01-10-2022.,5 weeks,01-10-2022,Specifics are not available,Upkeep is not available,125,Apartment,Existing building,1881,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e69107b0/rotterdam/rental-rotterdam/request-details,2022-08-17 00:27:49
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0920c092/westersingel,Apartment Westersingel,3014 GP (Oude Westen),2675,87,2,Furnished,"Beautiful and luxurious 1 bedroom apartment right in the center of Rotterdam, surrounded by greenery. The apartment is located in a monumental building on the Westersingel and is equipped with all (luxury) comforts. With the Central Station at 5 minutes walking distance, cities such as Amsterdam and Antwerp, but certainly also Paris, are very easily accessible by public transport. The possibility to rent a private parking space on site.   ",23-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1881,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0920c092/rotterdam/rotterdam-apartments/request-details,25-08-2022 21:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/2ad73b44/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1650,69,4,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1, 2 and 3 bedrooms available. Rental prices as of € 1.250,00 per month.",3 months,Not available to book,Specifics are not available,Upkeep is not available,193,Apartment,Existing building,1882,Location type is not available,3,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/2ad73b44/rotterdam/rental-rotterdam/request-details,2022-08-03 17:44:21
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/94daadeb/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1525,82,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1, 2 and 3 bedrooms available. Rental prices as of € 1.250,00 per month.",3 months,Not available to book,Specifics are not available,Upkeep is not available,246,Apartment,Existing building,1882,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/94daadeb/rotterdam/rental-rotterdam/request-details,2022-08-03 17:44:22
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0d0f2ab7/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1250,59,2,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1, 2 and 3 bedrooms available. Rental prices as of € 1.250,00 per month.",3 months,Not available to book,Specifics are not available,Upkeep is not available,177,Apartment,Existing building,1882,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/0d0f2ab7/rotterdam/rental-rotterdam/request-details,2022-08-03 17:44:23
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/95d72857/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1640,61,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,159,Apartment,Existing building,1882,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/95d72857/rotterdam/rental-rotterdam/request-details,2022-08-17 00:23:21
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6f2ad1c4/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1695,87,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,244,Apartment,New development,1882,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/6f2ad1c4/rotterdam/rental-rotterdam/request-details,2022-08-17 00:23:22
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6313d464/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1525,82,3,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",3 months,Not available to book,Specifics are not available,Upkeep is not available,246,Apartment,Existing building,1882,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/6313d464/rotterdam/rental-rotterdam/request-details,2022-08-17 00:30:40
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/08d9798c/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CC (Oude Westen),1250,59,2,Upholstered,"ROTTERDAM CITY CENTER: 15 beautiful apartments with a high-quality standard and access to a cool communal roof terrace from where you have a view over the entire city! There are apartment with 1 and 2 bedrooms available. Rental prices as of € 1.250,00 per month.",3 months,consultation,Specifics are not available,Upkeep is not available,177,Apartment,Existing building,1882,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/08d9798c/rotterdam/rental-rotterdam/request-details,2022-08-17 00:30:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/209baab5/maaskade,Apartment Maaskade 87 B01,3071 NE (Noordereiland),1395,57,3,Upholstered,Nice upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Noordereiland district.,22-07-2022,consultation,Specifics are not available,Good,198,Apartment,Existing building,1885,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/209baab5/rotterdam/ooms-makelaars-woningen/request-details,2022-08-03 17:39:19
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/73c1e7dd/mauritsstraat,Apartment Mauritsstraat,3012 CJ (Cool),1050,60,3,Upholstered,Upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Cool district.,3 weeks,Not available to book,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1887,In the city centre,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/73c1e7dd/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:40:44
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/7348c678/oostzeedijk-beneden,Apartment Oostzeedijk Beneden,3062 VL (Kralingen Oost),1395,75,2,Upholstered,Be aware,2 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1887,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7348c678/rotterdam/riva-rentals/request-details,2022-08-03 17:43:33
rotterdam_7.csv,https://www.pararius.com/apartment-for-rent/rotterdam/a9359740/mauritsstraat,Apartment Mauritsstraat,3012 CH (Cool),1475,77,2,Upholstered,"Well maintained unfurnished 2-bedroom apartment in the city center of Rotterdam. Within walking distance of various amenities such as Central Station, shops, restaurants, the central park and public transport.   ",08-08-2022,30-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1887,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a9359740/rotterdam/rotterdam-apartments/request-details,2022-08-09 23:45:05
